id_pedido,cliente_id,cliente_nombre,cliente_genero,cliente_edad,cliente_grupo_etario,zona,fecha,mes,dia_semana,es_fin_de_semana,estado,metodo_pago,tipo_vehiculo,monto,costo_operacion,margen_bruto,tiempo_entrega_minutos,latitud,longitud,fecha_creacion,fecha_entrega,repartidor_nombre
8038df40-5839-4029-ab03-3f68a2ce6143,6c7dcc33-6f64-4bae-a30c-600099b54f33,Camila Martinez,Female,46,36-50,Sur,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,43013.62,7278.57,35735.05,28.0,6.170301,-75.591045,2026-07-29 03:36:46+00:00,2026-07-29 04:04:46+00:00,Lucia Gomez
8239247e-2dd8-4a2a-9f85-3030f161a8a5,b08e0f7c-3078-41b9-8e89-00b4e8e31b8d,Jorge Gonzalez,Female,44,36-50,Occidente,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,21979.17,4461.69,17517.48,28.0,6.260041,-75.619481,2026-07-29 06:04:36+00:00,2026-07-29 06:32:36+00:00,Jorge Gonzalez
4acc7363-de74-4ddf-9f8c-ef69bc0e5792,b2322744-c7c4-49f3-9caa-8df835be917b,Juan Gomez,Male,41,36-50,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,efectivo,moto_electrica,55815.44,10359.33,45456.11,23.0,6.260933,-75.554374,2026-07-29 06:08:14+00:00,2026-07-29 06:31:14+00:00,Andres Lopez
97e68c20-e8c9-4ab9-9380-de204220c848,c1c45866-47a2-47f7-b1e6-4dfecbbdda25,Lucia Lopez,Female,28,26-35,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,app,bicicleta,71610.84,12590.97,59019.87,44.0,6.261854,-75.544726,2026-07-29 06:32:14+00:00,2026-07-29 07:16:14+00:00,Luis Perez
00bb34c6-70ce-45d8-aa35-14f7f89ae795,33d96349-be47-4ec3-a139-34ca61add917,Pedro Perez,Female,56,50+,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,moto_electrica,31878.67,6658.28,25220.39,32.0,6.269882,-75.540535,2026-07-29 07:13:22+00:00,2026-07-29 07:45:22+00:00,Jorge Gonzalez
327e43a9-be10-40c5-9376-4afcb91d72ef,c2117215-2808-47fd-8fc9-330bdba5c03a,Laura Martinez,Female,61,50+,Sur,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,moto_electrica,40633.17,8708.32,31924.85,35.0,6.156641,-75.591917,2026-07-29 07:59:11+00:00,2026-07-29 08:34:11+00:00,Valentina Lopez
66e45dae-8e5f-4acb-8e39-90c66a0f270b,c9baeee8-18c8-43a5-91a4-eb6a1108ec13,Laura Perez,Male,69,50+,Occidente,2026-07-29,Julio,Miércoles,False,entregado,efectivo,moto_electrica,19502.74,3374.60,16128.14,26.0,6.249008,-75.605121,2026-07-29 09:41:58+00:00,2026-07-29 10:07:58+00:00,Lucia Gomez
cfd8c56d-b575-4f50-9fe4-fe24f6091e22,1bb9fc1b-4864-44ef-a2b3-5ea92d0e0afa,Laura Gonzalez,Female,77,50+,Centro,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,moto_electrica,64511.08,14256.50,50254.58,29.0,6.245998,-75.561017,2026-07-29 09:51:51+00:00,2026-07-29 10:20:51+00:00,Andres Martinez
3afc943c-ea37-45db-b1ad-4f4b2c278ef5,6c7dcc33-6f64-4bae-a30c-600099b54f33,Camila Martinez,Female,46,36-50,Centro,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,moto_electrica,83053.94,19713.12,63340.82,34.0,6.248195,-75.555774,2026-07-29 10:16:17+00:00,2026-07-29 10:50:17+00:00,Jorge Gonzalez
9917f3a8-682e-43d9-ae55-f1169e475d31,d9f1576e-b837-45f6-9043-bc29a44d438c,Andres Martinez,Male,62,50+,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,efectivo,bicicleta,83889.71,14339.63,69550.08,48.0,6.262730,-75.552208,2026-07-29 11:27:02+00:00,2026-07-29 12:15:02+00:00,Maria Martinez
0c09dbe7-01ae-4235-bf89-54f1878a415b,2e431e06-4c17-49d0-97dd-2d1cd10b4a95,Maria Gonzalez,Male,52,50+,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,bicicleta,64217.44,13528.22,50689.22,45.0,6.264682,-75.553262,2026-07-29 13:08:08+00:00,2026-07-29 13:53:08+00:00,Luis Garcia
3762d087-d786-438f-9d70-3763e1ad8809,cab0f77c-6a9c-4833-ab98-ff5e181a7e8c,Diego Gonzalez,Female,40,36-50,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,bicicleta,56357.20,12490.89,43866.31,37.0,6.264947,-75.540869,2026-07-29 13:23:07+00:00,2026-07-29 14:00:07+00:00,Lucia Gomez
f91f722f-fcff-47b9-9cad-7005e550d212,575c8a28-ba91-49bb-a720-b2b5c45d5a33,Maria Gomez,Male,78,50+,Occidente,2026-07-29,Julio,Miércoles,False,cancelado,app,moto_electrica,72404.81,11557.96,60846.85,,6.278253,-75.599407,2026-07-29 13:27:07+00:00,,
0227e136-bd97-4ea2-826f-f3701b51aa1f,e14bdbbd-1b66-47ce-a156-94fef926e48d,Valentina Gomez,Female,61,50+,Sur,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,63846.52,10204.84,53641.68,30.0,6.159704,-75.600985,2026-07-29 13:30:06+00:00,2026-07-29 14:00:06+00:00,Luis Garcia
c52cd993-acc8-46e1-84a9-c7f8fe3f2c2e,fa03a4c0-a33c-47a6-aa10-616ec3e63346,Maria Perez,Male,68,50+,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,app,bicicleta,18905.17,3198.60,15706.57,36.0,6.269601,-75.549941,2026-07-29 14:48:16+00:00,2026-07-29 15:24:16+00:00,Andres Martinez
6fec93cb-3efb-4884-931b-1d2ef9b86e28,0bf86823-cb4c-48f8-8917-ae330525c6d5,Diego Gonzalez,Female,29,26-35,Sur,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,24521.25,4051.22,20470.03,38.0,6.172863,-75.604817,2026-07-29 16:05:16+00:00,2026-07-29 16:43:16+00:00,Luis Garcia
4c7c9637-9608-4813-9533-def4012b3c96,532946ef-c978-4995-b94c-d3c989755106,Ana Gonzalez,Female,57,50+,Centro,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,bicicleta,79820.04,13581.30,66238.74,46.0,6.250916,-75.554541,2026-07-29 16:58:08+00:00,2026-07-29 17:44:08+00:00,Carlos Martinez
71a6704d-919a-49a4-bd41-a8bfb02f38c7,3846dadb-18c0-49fe-9be8-725b48a79373,Sofia Garcia,Male,67,50+,Occidente,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,bicicleta,62709.95,11530.94,51179.01,47.0,6.241592,-75.607793,2026-07-29 17:08:35+00:00,2026-07-29 17:55:35+00:00,Diego Rodriguez
3392874c-0005-4e58-821f-c1b59fdf50a5,28146250-cf6a-4026-b1f9-b6628c2d8c60,Lucia Lopez,Female,59,50+,Occidente,2026-07-29,Julio,Miércoles,False,en_camino,efectivo,bicicleta,77999.65,16801.52,61198.13,,6.237715,-75.591582,2026-07-29 17:11:30+00:00,,Andres Martinez
99ef2d5f-bfaa-4fe0-ab8b-c30771b39f93,7b93bed4-ad49-4ae0-b9c6-73325f042816,Diego Rodriguez,Female,68,50+,Sur,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,71765.82,15203.53,56562.29,24.0,6.158713,-75.595437,2026-07-29 17:15:12+00:00,2026-07-29 17:39:12+00:00,Valentina Lopez
57e897a9-4c72-4ef0-a3f6-9607322eaef7,2bcc12cb-5d87-4176-a287-3a2aee9351e5,Luis Rodriguez,Female,50,36-50,Norte,2026-07-29,Julio,Miércoles,False,cancelado,app,bicicleta,20485.07,3923.04,16562.03,,6.291738,-75.578611,2026-07-29 17:31:38+00:00,,
37476103-2593-4a49-9340-05d2d9f6dd0f,9b929e05-3be7-47f5-8987-51f10d07938d,Marta Lopez,Female,52,50+,Occidente,2026-07-29,Julio,Miércoles,False,entregado,efectivo,bicicleta,78161.13,15702.58,62458.55,42.0,6.267753,-75.600560,2026-07-29 18:04:32+00:00,2026-07-29 18:46:32+00:00,Valentina Lopez
6eda8ba9-fa3d-4cfb-bf05-0d88f8454b66,f5dd7f93-442b-4f9f-b4d8-50c8af7475e5,Mateo Gonzalez,Female,26,26-35,Centro,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,moto_electrica,91254.65,21329.41,69925.24,32.0,6.241233,-75.565768,2026-07-29 18:09:12+00:00,2026-07-29 18:41:12+00:00,Laura Perez
375de319-3c6e-4b9c-a365-6970f1747faa,53e623f4-bf20-4228-82e3-ee34aa52cc05,Diego Lopez,Female,59,50+,Norte,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,82491.83,17796.74,64695.09,35.0,6.288696,-75.554927,2026-07-29 18:14:07+00:00,2026-07-29 18:49:07+00:00,Lucia Gomez
7a3f47d4-1651-4231-ace2-f792a4eab1f8,0cecba19-546d-45bc-a482-e679d7148b85,Valentina Rodriguez,Female,73,50+,Centro,2026-07-29,Julio,Miércoles,False,entregado,efectivo,bicicleta,24795.65,4082.95,20712.70,40.0,6.246378,-75.566848,2026-07-29 18:24:35+00:00,2026-07-29 19:04:35+00:00,Luis Perez
ec9fcf08-4f8a-40f0-8fe5-8b48d57bb2fc,28146250-cf6a-4026-b1f9-b6628c2d8c60,Lucia Lopez,Female,59,50+,Sur,2026-07-29,Julio,Miércoles,False,entregado,efectivo,moto_electrica,37315.32,7937.07,29378.25,26.0,6.166393,-75.601088,2026-07-29 18:55:20+00:00,2026-07-29 19:21:20+00:00,Marta Lopez
d5b2a097-5f60-4c89-995d-0b5e27b7f963,e3d7ed4c-b628-4a8e-a070-6cb9dcb5d8d0,Mateo Gomez,Male,30,26-35,Chapinero,2026-07-29,Julio,Miércoles,False,cancelado,tarjeta,bicicleta,77077.11,17188.89,59888.22,,6.264024,-75.550709,2026-07-29 19:29:44+00:00,,
f6176c89-339a-49c0-a48b-976778b4bf68,8f0ac0bd-4c61-4d9c-8a0a-a6c0f2d7227c,Andres Gomez,Female,33,26-35,Sur,2026-07-29,Julio,Miércoles,False,entregado,efectivo,moto_electrica,65078.99,15969.35,49109.64,29.0,6.151020,-75.599325,2026-07-29 19:33:54+00:00,2026-07-29 20:02:54+00:00,Jorge Lopez
1302f88e-a7de-43cb-96c2-b3c90edfdf31,c9baeee8-18c8-43a5-91a4-eb6a1108ec13,Laura Perez,Male,69,50+,Sur,2026-07-29,Julio,Miércoles,False,entregado,app,bicicleta,58868.70,10705.21,48163.49,49.0,6.168106,-75.600811,2026-07-29 19:52:37+00:00,2026-07-29 20:41:37+00:00,Carlos Martinez
53dd4a54-6830-4b71-81dd-db5f1738c00c,0cecba19-546d-45bc-a482-e679d7148b85,Valentina Rodriguez,Female,73,50+,Chapinero,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,bicicleta,88989.30,17036.91,71952.39,44.0,6.268706,-75.545137,2026-07-29 20:30:16+00:00,2026-07-29 21:14:16+00:00,Valentina Lopez
fa18db81-cee5-489d-b999-ae1eed5193c3,3846dadb-18c0-49fe-9be8-725b48a79373,Sofia Garcia,Male,67,50+,Centro,2026-07-29,Julio,Miércoles,False,en_camino,efectivo,bicicleta,51513.48,11273.79,40239.69,,6.259023,-75.561969,2026-07-29 20:37:05+00:00,,Mateo Martinez
30dde78d-f95c-4965-8116-ea14bfcc27d7,54233927-6db7-4079-8943-602740d70b79,Laura Lopez,Male,32,26-35,Sur,2026-07-29,Julio,Miércoles,False,entregado,app,moto_electrica,49541.57,7488.51,42053.06,30.0,6.155857,-75.580704,2026-07-29 20:53:19+00:00,2026-07-29 21:23:19+00:00,Andres Gomez
a59b1333-13b5-4d87-8c3a-89bcd7d7a563,7d75a9ec-1aa7-433b-920a-65483447d468,Pedro Gomez,Female,78,50+,Occidente,2026-07-29,Julio,Miércoles,False,entregado,tarjeta,moto_electrica,87358.63,20782.68,66575.95,27.0,6.276964,-75.603844,2026-07-29 23:52:56+00:00,2026-07-30 00:19:56+00:00,Laura Perez
d5c2102e-92a3-4c8a-abf9-1112ab116d49,7fcd166e-cba3-4232-91a1-41d51f495d35,Lucia Martinez,Male,60,50+,Chapinero,2026-07-30,Julio,Jueves,False,entregado,app,moto_electrica,23250.52,5664.85,17585.67,40.0,6.262541,-75.553402,2026-07-30 00:26:04+00:00,2026-07-30 01:06:04+00:00,Marta Rodriguez
fa03418f-3260-4222-97b8-855df4485463,1183439d-4b22-4c45-9ada-cbc6d34960d7,Mateo Perez,Male,77,50+,Centro,2026-07-30,Julio,Jueves,False,cancelado,efectivo,bicicleta,72924.09,11457.64,61466.45,,6.257209,-75.560930,2026-07-30 01:06:34+00:00,,Marta Rodriguez
818a6cf8-d005-4162-a223-699ae3ccc883,6332c5ab-6d19-41bf-87fa-7ee16a311a73,Lucia Garcia,Female,57,50+,Norte,2026-07-30,Julio,Jueves,False,en_camino,tarjeta,bicicleta,74360.32,11734.81,62625.51,,6.293613,-75.572480,2026-07-30 01:08:59+00:00,,Jorge Martinez
bd54ad2d-ff1a-4067-84f6-d787b3cae707,0604c774-2d96-40ec-b987-51c090ef688c,Lucia Garcia,Female,78,50+,Chapinero,2026-07-30,Julio,Jueves,False,entregado,tarjeta,moto_electrica,61527.47,9738.28,51789.19,34.0,6.269002,-75.540716,2026-07-30 01:25:18+00:00,2026-07-30 01:59:18+00:00,Jorge Gomez
17bd7e92-9fbe-4d2f-bdb5-585279ea8a4c,501d52ea-dd62-4c6b-b43e-eb3cd5fa2d37,Maria Rodriguez,Male,59,50+,Sur,2026-07-30,Julio,Jueves,False,en_camino,tarjeta,bicicleta,70419.54,16798.46,53621.08,,6.168290,-75.591508,2026-07-30 01:26:00+00:00,,Luis Perez
4a331f9b-e00a-4c81-9785-5b446a20862c,7b93bed4-ad49-4ae0-b9c6-73325f042816,Diego Rodriguez,Female,68,50+,Norte,2026-07-30,Julio,Jueves,False,entregado,efectivo,bicicleta,35642.23,6047.67,29594.56,61.0,6.296247,-75.577831,2026-07-30 01:38:41+00:00,2026-07-30 02:39:41+00:00,Diego Rodriguez
b25328ed-aa70-44f1-822a-040b7b2b9587,85376b3d-bf0a-462c-9812-374620e92e59,Jorge Garcia,Female,72,50+,Sur,2026-07-30,Julio,Jueves,False,cancelado,tarjeta,moto_electrica,40667.20,8383.81,32283.39,,6.154066,-75.583985,2026-07-30 02:08:05+00:00,,Carlos Martinez
b1699c6a-e162-4112-92ad-e5dd82860e38,c1c45866-47a2-47f7-b1e6-4dfecbbdda25,Lucia Lopez,Female,28,26-35,Sur,2026-07-30,Julio,Jueves,False,entregado,tarjeta,bicicleta,16036.80,3965.51,12071.29,41.0,6.162491,-75.608127,2026-07-30 02:09:51+00:00,2026-07-30 02:50:51+00:00,Andres Martinez
9336faaf-8983-4c45-ba4f-1082ef62f01d,501d52ea-dd62-4c6b-b43e-eb3cd5fa2d37,Maria Rodriguez,Male,59,50+,Centro,2026-07-30,Julio,Jueves,False,entregado,efectivo,moto_electrica,77938.09,18025.72,59912.37,36.0,6.243030,-75.554883,2026-07-30 03:39:04+00:00,2026-07-30 04:15:04+00:00,Juan Gomez
36ef42e6-1dc1-45fd-977f-ac26eeaf2c2e,a4be7243-5dfa-45d2-818a-54607daa3daa,Ana Lopez,Female,59,50+,Norte,2026-07-30,Julio,Jueves,False,entregado,app,bicicleta,60229.11,13478.59,46750.52,49.0,6.273168,-75.566146,2026-07-30 04:03:40+00:00,2026-07-30 04:52:40+00:00,Diego Rodriguez
404acb28-dbe8-4fe6-bd2a-a3d74841ac59,245581e8-7f2e-4595-bf4c-7d7b225aaca3,Jorge Perez,Female,44,36-50,Norte,2026-07-30,Julio,Jueves,False,entregado,efectivo,bicicleta,74646.59,17143.90,57502.69,58.0,6.277980,-75.568018,2026-07-30 04:20:15+00:00,2026-07-30 05:18:15+00:00,Marta Rodriguez
19d02062-45b7-4ad7-b917-2441b0a07ce5,f5dd7f93-442b-4f9f-b4d8-50c8af7475e5,Mateo Gonzalez,Female,26,26-35,Sur,2026-07-30,Julio,Jueves,False,entregado,tarjeta,moto_electrica,70839.67,13376.19,57463.48,29.0,6.179459,-75.584452,2026-07-30 04:49:03+00:00,2026-07-30 05:18:03+00:00,Andres Gomez
f7ac3b5d-ef0a-498d-98d8-4ac9984d8b3d,bb4ee5cc-800a-45a7-9b16-65e6a83af29c,Ana Garcia,Female,73,50+,Centro,2026-07-30,Julio,Jueves,False,entregado,app,moto_electrica,91273.98,14003.65,77270.33,24.0,6.250588,-75.560626,2026-07-30 04:50:47+00:00,2026-07-30 05:14:47+00:00,Carlos Martinez
7c0bcf0e-2025-4ef7-bc66-cf69b349f98a,6c7dcc33-6f64-4bae-a30c-600099b54f33,Camila Martinez,Female,46,36-50,Chapinero,2026-07-30,Julio,Jueves,False,en_camino,app,moto_electrica,51491.78,11896.36,39595.42,,6.266084,-75.547748,2026-07-30 05:41:28+00:00,,Lucia Gomez
719b314e-b7ee-4e82-9d10-39f77985f76e,ec199edf-cdc2-4925-8ff2-1f0f224fc41a,Valentina Lopez,Male,48,36-50,Chapinero,2026-07-30,Julio,Jueves,False,entregado,efectivo,bicicleta,16676.47,3028.14,13648.33,56.0,6.265127,-75.550000,2026-07-30 06:20:43+00:00,2026-07-30 07:16:43+00:00,Jorge Lopez
a6b32fef-2094-41fa-807b-fbad74bed750,28146250-cf6a-4026-b1f9-b6628c2d8c60,Lucia Lopez,Female,59,50+,Occidente,2026-07-30,Julio,Jueves,False,entregado,tarjeta,bicicleta,43968.29,8795.26,35173.03,35.0,6.246875,-75.602799,2026-07-30 07:32:31+00:00,2026-07-30 08:07:31+00:00,Marta Perez
294f3549-3ef5-460d-aad6-15873a97df4c,c9baeee8-18c8-43a5-91a4-eb6a1108ec13,Laura Perez,Male,69,50+,Centro,2026-07-30,Julio,Jueves,False,entregado,efectivo,moto_electrica,40057.86,8969.63,31088.23,30.0,6.242655,-75.552417,2026-07-30 07:52:27+00:00,2026-07-30 08:22:27+00:00,Diego Lopez
51271af8-6164-4bda-a5e1-0ab05a4c5ca4,33d96349-be47-4ec3-a139-34ca61add917,Pedro Perez,Female,56,50+,Chapinero,2026-07-30,Julio,Jueves,False,entregado,app,moto_electrica,24371.24,3937.09,20434.15,32.0,6.263851,-75.547613,2026-07-30 09:49:52+00:00,2026-07-30 10:21:52+00:00,Andres Martinez
54928fac-7bca-4606-8322-99fb319bf586,157a44e6-6bcc-45ef-b789-e6ee479dee83,Sofia Rodriguez,Female,40,36-50,Centro,2026-07-30,Julio,Jueves,False,entregado,efectivo,moto_electrica,70100.60,11210.32,58890.28,43.0,6.253216,-75.557847,2026-07-30 10:23:03+00:00,2026-07-30 11:06:03+00:00,Jorge Gonzalez
027c3e52-3f95-4318-81b6-7ed225daf6f0,e3d7ed4c-b628-4a8e-a070-6cb9dcb5d8d0,Mateo Gomez,Male,30,26-35,Occidente,2026-07-30,Julio,Jueves,False,entregado,efectivo,bicicleta,86451.07,17495.03,68956.04,36.0,6.271783,-75.592628,2026-07-30 12:10:38+00:00,2026-07-30 12:46:38+00:00,Juan Gonzalez
5929f9a0-8d88-451a-ab7d-b2de5030130d,da8767ea-5f63-4a99-97c2-d4b473af120b,Andres Gomez,Female,80,50+,Chapinero,2026-07-30,Julio,Jueves,False,entregado,tarjeta,moto_electrica,86085.84,17086.88,68998.96,35.0,6.260450,-75.552478,2026-07-30 12:36:04+00:00,2026-07-30 13:11:04+00:00,Lucia Lopez
7e99f5c3-a066-4dfa-b96f-a528fbe45f0e,da8767ea-5f63-4a99-97c2-d4b473af120b,Andres Gomez,Female,80,50+,Occidente,2026-07-30,Julio,Jueves,False,entregado,tarjeta,moto_electrica,46960.06,7953.45,39006.61,20.0,6.266893,-75.609944,2026-07-30 13:07:36+00:00,2026-07-30 13:27:36+00:00,Marta Lopez
89074852-2db7-4872-9167-30b2cecab982,975f478d-4a1e-48cd-b2b3-f923d30b9251,Laura Martinez,Male,79,50+,Occidente,2026-07-30,Julio,Jueves,False,entregado,tarjeta,bicicleta,53080.72,9874.53,43206.19,40.0,6.277673,-75.594720,2026-07-30 13:11:24+00:00,2026-07-30 13:51:24+00:00,Jorge Gonzalez
2427acdb-cb3c-4fb3-8d37-673f58c6ca62,d93054ed-cd47-4d20-aed5-d5b5d35ef806,Sofia Martinez,Male,43,36-50,Occidente,2026-07-30,Julio,Jueves,False,entregado,tarjeta,bicicleta,61330.14,10025.08,51305.06,36.0,6.278515,-75.604769,2026-07-30 16:21:04+00:00,2026-07-30 16:57:04+00:00,Maria Martinez
0d734a81-3b68-4dde-abc8-ff0c7a0b0e7d,fde42dcc-b6cc-4f58-995d-e8c613f6c077,Mateo Garcia,Male,53,50+,Sur,2026-07-30,Julio,Jueves,False,entregado,app,moto_electrica,68150.60,13783.60,54367.00,30.0,6.174697,-75.587822,2026-07-30 16:40:37+00:00,2026-07-30 17:10:37+00:00,Jorge Lopez
69b17ac4-9017-4d18-9e8b-18128459f05f,8d96d9c5-ae92-4815-b27b-066d5dd13ec9,Laura Martinez,Male,65,50+,Sur,2026-07-30,Julio,Jueves,False,cancelado,app,moto_electrica,59714.24,9579.53,50134.71,,6.162245,-75.598762,2026-07-30 19:06:20+00:00,,
72c37191-5d4e-44ae-a141-00d522f9fd27,bb4ee5cc-800a-45a7-9b16-65e6a83af29c,Ana Garcia,Female,73,50+,Norte,2026-07-30,Julio,Jueves,False,entregado,app,moto_electrica,85029.08,16005.34,69023.74,46.0,6.293994,-75.576293,2026-07-30 19:18:05+00:00,2026-07-30 20:04:05+00:00,Marta Lopez
bd786b3c-e4a1-4371-badc-804ed5035ed5,3f8d1bde-b423-4744-8ce5-b3e0ca57dbac,Sofia Gomez,Male,68,50+,Norte,2026-07-30,Julio,Jueves,False,entregado,efectivo,bicicleta,63279.65,9613.63,53666.02,61.0,6.282336,-75.561464,2026-07-30 19:50:25+00:00,2026-07-30 20:51:25+00:00,Luis Garcia
6cb80918-d6c3-4c01-9031-6d3dba3cf9d8,f5dd7f93-442b-4f9f-b4d8-50c8af7475e5,Mateo Gonzalez,Female,26,26-35,Occidente,2026-07-30,Julio,Jueves,False,entregado,efectivo,moto_electrica,66384.14,14153.40,52230.74,29.0,6.275382,-75.596999,2026-07-30 20:15:12+00:00,2026-07-30 20:44:12+00:00,Juan Gonzalez
06c609d9-ab60-4db0-9deb-6c3b72ef73c8,124884e3-8948-4e50-af07-f6c130335c60,Maria Perez,Female,80,50+,Chapinero,2026-07-30,Julio,Jueves,False,entregado,app,bicicleta,27210.19,4554.38,22655.81,51.0,6.269424,-75.551430,2026-07-30 20:17:08+00:00,2026-07-30 21:08:08+00:00,Luis Perez
1e4a0d52-a287-4e8e-8f8e-d4bd00eb72a9,a5fc4169-f965-493f-a8db-e44edb1d21a7,Luis Perez,Female,45,36-50,Centro,2026-07-30,Julio,Jueves,False,en_camino,tarjeta,moto_electrica,74903.09,15286.58,59616.51,,6.257521,-75.552218,2026-07-30 21:44:51+00:00,,Juan Gomez
