id,email,hashed_password,full_name,role,is_active,is_verified,created_at,updated_at
c2117215-2808-47fd-8fc9-330bdba5c03a,laura.martinez68@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Laura Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
07710594-2e0c-40d8-9ddb-2a4227d3d41a,pedro.gomez5@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Pedro Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
c1c45866-47a2-47f7-b1e6-4dfecbbdda25,lucia.lopez16@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Lucia Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
975f478d-4a1e-48cd-b2b3-f923d30b9251,laura.martinez23@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Laura Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
219bd9f5-a5f7-46bb-88b4-e9133b083ff7,mateo.rodriguez11@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
245581e8-7f2e-4595-bf4c-7d7b225aaca3,jorge.perez49@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Jorge Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
a1e55b58-2600-44cc-9743-bc7ffad4510a,juan.garcia71@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
34580dd8-9397-4dc9-bc4e-757392d1c5fb,lucia.gomez25@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Lucia Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
e14bdbbd-1b66-47ce-a156-94fef926e48d,valentina.gomez36@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Valentina Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
2f140e7e-0b9b-4cce-b801-9e5693a57e67,jorge.gonzalez27@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Jorge Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
f48478ff-e816-452a-913c-41d06df567f2,ana.garcia41@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Ana Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
d2f47d32-9cdf-43f5-b42e-78288a36515c,pedro.perez84@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Pedro Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
f00e2d66-a77b-4a5b-a16d-97ff62ba0fd3,juan.gomez82@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
7fcd166e-cba3-4232-91a1-41d51f495d35,lucia.martinez73@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Lucia Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
214122ff-3ed0-4ee7-b22f-e1e1b8f04e7e,diego.rodriguez35@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Diego Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
3846dadb-18c0-49fe-9be8-725b48a79373,sofia.garcia76@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Sofia Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
85d139a7-7a45-49aa-9638-dcd1f5d1c539,valentina.gomez18@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Valentina Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
0476ef54-6995-4f39-af70-f7f670e33789,valentina.martinez47@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Valentina Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
6c7dcc33-6f64-4bae-a30c-600099b54f33,camila.martinez7@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Camila Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
4bee1913-bb93-433f-b041-83b6d37cbba0,pedro.rodriguez19@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Pedro Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
a5fc4169-f965-493f-a8db-e44edb1d21a7,luis.perez16@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Luis Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
2e431e06-4c17-49d0-97dd-2d1cd10b4a95,maria.gonzalez86@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Maria Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
d6fde3c1-dc4b-4f8c-bad9-53234ff05ee2,diego.garcia85@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Diego Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
30010484-56ff-42bf-8c2c-27a95de8dadb,luis.gonzalez70@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Luis Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
a07da55a-88bb-45a6-9d6f-bfdacccc0991,marta.martinez39@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
6a3ea9aa-61e6-4a9b-bb8a-673c32bd53e3,sofia.gonzalez27@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Sofia Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
9b929e05-3be7-47f5-8987-51f10d07938d,marta.lopez6@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
2db7afb4-3544-4567-8108-5861c213f9ed,juan.garcia44@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
2493b729-731e-4c01-a114-f6dfc717faa7,lucia.martinez7@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Lucia Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
937fe017-e232-4857-842b-9c2982b4c987,sofia.gomez99@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Sofia Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
575c8a28-ba91-49bb-a720-b2b5c45d5a33,maria.gomez53@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Maria Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
f2dfaa5a-f205-4345-92ca-af0a6f5a2de7,marta.lopez79@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
56eef3c1-26f4-4db0-ae36-a001ada2aa7a,mateo.martinez82@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
5cce9a92-b20a-48a7-b742-27d2cd0fa666,juan.martinez35@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
31e98e9a-24de-4294-8826-fc491e8529cc,pedro.garcia58@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Pedro Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
34f9f1b5-bdd0-46e7-b81d-623e9fdf17d8,ana.rodriguez61@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Ana Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
e45b976f-47d1-4c49-8f29-db5ab7739caa,ana.perez1@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Ana Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
7b93bed4-ad49-4ae0-b9c6-73325f042816,diego.rodriguez83@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Diego Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
994850d2-c7f7-4ee7-8182-5507f4e2ad8d,carlos.martinez25@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Carlos Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
e933ff4c-ee9c-4811-81b0-36ecf8c6f87a,luis.martinez76@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Luis Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
4602c60c-7f6c-49b6-a894-2f964ce24e73,mateo.rodriguez5@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
48bc34d2-7f99-4cca-8c08-2dc33d442d18,carlos.gomez76@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Carlos Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
36b94275-0968-4c8b-ad19-64e364fe7b21,diego.garcia17@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Diego Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
41127643-beb8-48b2-958e-79180a8bf64c,laura.gomez15@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Laura Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
fde42dcc-b6cc-4f58-995d-e8c613f6c077,mateo.garcia74@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
b08e0f7c-3078-41b9-8e89-00b4e8e31b8d,jorge.gonzalez97@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Jorge Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
b2322744-c7c4-49f3-9caa-8df835be917b,juan.gomez37@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Gomez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
67eb9b39-abd5-461d-a8a3-342c6d582d81,pedro.perez37@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Pedro Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
f742a46d-f918-41e0-be90-30f40dc4d68f,luis.martinez50@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Luis Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
54233927-6db7-4079-8943-602740d70b79,laura.lopez91@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Laura Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
501d52ea-dd62-4c6b-b43e-eb3cd5fa2d37,maria.rodriguez40@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Maria Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
01137935-0af8-4f24-8ee9-07632cb39eee,sofia.gonzalez32@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Sofia Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
8193543e-ba17-4ff3-9344-5f76c2184657,andres.rodriguez77@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Andres Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
133e7b9f-2385-4705-9e99-3eb72a0f75cb,mateo.gonzalez63@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
ceb11d92-eaf4-49dc-b011-4eaca397869c,jorge.lopez4@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Jorge Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
5a53097d-77e6-43e0-970b-3e537f059cf8,diego.lopez5@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Diego Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
85376b3d-bf0a-462c-9812-374620e92e59,jorge.garcia34@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Jorge Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
90134b2f-22cb-42bb-8719-e7c7d7271e06,andres.rodriguez33@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Andres Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
0604c774-2d96-40ec-b987-51c090ef688c,lucia.garcia34@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Lucia Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
d71fd6be-c4b7-4470-ac26-7d00a9f047c9,mateo.martinez39@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
936e2d19-1a08-4f47-80a6-3332265a04f3,luis.martinez3@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Luis Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
28146250-cf6a-4026-b1f9-b6628c2d8c60,lucia.lopez6@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Lucia Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
124884e3-8948-4e50-af07-f6c130335c60,maria.perez8@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Maria Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
3b9ed80e-3c01-457b-bd6e-f8878424b937,juan.gonzalez17@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
aecd818b-df62-4138-a5fd-5d3004aa264b,camila.lopez14@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Camila Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
9b48ed18-2e2c-49c0-8caf-85c1d0fd941e,andres.martinez85@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Andres Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
fd944984-53a0-49d4-9474-ceb6fa280378,marta.perez94@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
02800f46-ceb6-4272-9dd5-2c07d23ca12a,jorge.lopez51@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Jorge Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
a200fb08-fef7-4a11-b4af-a7fc9c26bc2e,luis.garcia85@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Luis Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
66379f01-baf4-4625-af97-5671a7553d51,marta.rodriguez54@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
c5392279-bee4-46f6-9a0a-50b84b29381b,juan.garcia14@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
1183439d-4b22-4c45-9ada-cbc6d34960d7,mateo.perez59@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Mateo Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
05f438aa-91cf-4c97-b79d-dca22be98b69,marta.rodriguez47@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Rodriguez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
51890d3e-a96b-4fa2-9f0e-7f00344b0997,sofia.lopez18@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Sofia Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
532946ef-c978-4995-b94c-d3c989755106,ana.gonzalez13@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Ana Gonzalez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
bb4ee5cc-800a-45a7-9b16-65e6a83af29c,ana.garcia8@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Ana Garcia,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
8c4b07f3-4be0-4550-a487-d5bfdfe98e97,marta.lopez45@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Marta Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
64435586-3152-4620-8118-8c603a6994f4,laura.lopez10@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Laura Lopez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
d9f1576e-b837-45f6-9043-bc29a44d438c,andres.martinez54@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Andres Martinez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
b280052f-e245-4d75-adc7-534e8adc988d,juan.perez95@ecodelivery.local,"$argon2id$v=19$m=65536,t=3,p=4$DUMMY_HASH_PARA_MIGRACION$dummy",Juan Perez,cliente,True,True,2026-08-27 20:13:02+0000,2026-08-27 20:13:02+0000
